Compound,Date,Negative,Neutral,Positive,Tweets Ago,User,User Number
0.5719,Thu Nov 08 07:51:00 +0000 2018,0.793,0.0,0.207,61,FoxNews,3
-0.7351,Thu Nov 08 07:41:00 +0000 2018,0.721,0.279,0.0,62,FoxNews,3
-0.4215,Thu Nov 08 07:31:00 +0000 2018,0.714,0.286,0.0,63,FoxNews,3
0.7964,Thu Nov 08 07:21:00 +0000 2018,0.717,0.0,0.283,64,FoxNews,3
0.4404,Thu Nov 08 07:16:00 +0000 2018,0.707,0.0,0.293,65,FoxNews,3
-0.4767,Thu Nov 08 07:11:00 +0000 2018,0.693,0.307,0.0,66,FoxNews,3
0.0772,Thu Nov 08 07:01:00 +0000 2018,0.939,0.0,0.061,67,FoxNews,3
0.0,Thu Nov 08 06:51:00 +0000 2018,1.0,0.0,0.0,68,FoxNews,3
0.0,Thu Nov 08 06:41:00 +0000 2018,1.0,0.0,0.0,69,FoxNews,3
-0.5423,Thu Nov 08 06:36:00 +0000 2018,0.829,0.171,0.0,70,FoxNews,3
0.0,Thu Nov 08 06:31:00 +0000 2018,1.0,0.0,0.0,71,FoxNews,3
0.2006,Thu Nov 08 06:21:00 +0000 2018,0.783,0.091,0.126,72,FoxNews,3
-0.34,Thu Nov 08 06:11:00 +0000 2018,0.833,0.167,0.0,73,FoxNews,3
0.0,Thu Nov 08 06:01:00 +0000 2018,1.0,0.0,0.0,74,FoxNews,3
-0.5719,Thu Nov 08 05:51:00 +0000 2018,0.783,0.217,0.0,75,FoxNews,3
0.3182,Thu Nov 08 05:41:00 +0000 2018,0.72,0.088,0.192,76,FoxNews,3
0.0,Thu Nov 08 05:31:00 +0000 2018,1.0,0.0,0.0,77,FoxNews,3
0.0,Thu Nov 08 05:26:00 +0000 2018,1.0,0.0,0.0,78,FoxNews,3
0.6841,Thu Nov 08 05:21:01 +0000 2018,0.603,0.099,0.298,79,FoxNews,3
0.0,Thu Nov 08 05:11:00 +0000 2018,1.0,0.0,0.0,80,FoxNews,3
0.0,Thu Nov 08 05:01:00 +0000 2018,1.0,0.0,0.0,81,FoxNews,3
0.0,Thu Nov 08 04:55:00 +0000 2018,1.0,0.0,0.0,82,FoxNews,3
0.296,Thu Nov 08 04:50:00 +0000 2018,0.896,0.0,0.104,83,FoxNews,3
0.7096,Thu Nov 08 04:45:00 +0000 2018,0.704,0.0,0.296,84,FoxNews,3
0.0,Thu Nov 08 04:35:00 +0000 2018,1.0,0.0,0.0,85,FoxNews,3
-0.1531,Thu Nov 08 04:25:00 +0000 2018,0.873,0.127,0.0,86,FoxNews,3
-0.296,Thu Nov 08 04:14:15 +0000 2018,0.845,0.155,0.0,87,FoxNews,3
-0.4939,Thu Nov 08 04:05:00 +0000 2018,0.775,0.225,0.0,88,FoxNews,3
-0.5574,Thu Nov 08 03:55:00 +0000 2018,0.735,0.265,0.0,89,FoxNews,3
0.5106,Thu Nov 08 03:52:26 +0000 2018,0.845,0.0,0.155,90,FoxNews,3
0.0,Thu Nov 08 03:48:00 +0000 2018,1.0,0.0,0.0,91,FoxNews,3
-0.296,Thu Nov 08 03:42:00 +0000 2018,0.804,0.196,0.0,92,FoxNews,3
-0.2023,Thu Nov 08 03:35:00 +0000 2018,0.878,0.122,0.0,93,FoxNews,3
0.5106,Thu Nov 08 03:29:00 +0000 2018,0.798,0.0,0.202,94,FoxNews,3
0.0,Thu Nov 08 03:23:02 +0000 2018,1.0,0.0,0.0,95,FoxNews,3
0.0,Thu Nov 08 03:23:00 +0000 2018,1.0,0.0,0.0,96,FoxNews,3
0.0,Thu Nov 08 03:16:01 +0000 2018,1.0,0.0,0.0,97,FoxNews,3
0.4939,Thu Nov 08 03:11:00 +0000 2018,0.842,0.0,0.158,98,FoxNews,3
-0.0772,Thu Nov 08 03:04:00 +0000 2018,0.638,0.191,0.17,99,FoxNews,3
-0.4215,Thu Nov 08 03:01:47 +0000 2018,0.743,0.257,0.0,100,FoxNews,3
0.0,Sun Dec 02 01:30:11 +0000 2018,1.0,0.0,0.0,1,nytimes,4
0.0,Sun Dec 02 01:23:12 +0000 2018,1.0,0.0,0.0,2,nytimes,4
-0.3612,Sun Dec 02 01:05:03 +0000 2018,0.889,0.111,0.0,3,nytimes,4
0.0,Sun Dec 02 00:51:12 +0000 2018,1.0,0.0,0.0,4,nytimes,4
-0.1695,Sun Dec 02 00:46:55 +0000 2018,0.915,0.085,0.0,5,nytimes,4
0.3612,Sun Dec 02 00:30:54 +0000 2018,0.839,0.0,0.161,6,nytimes,4
0.0,Sun Dec 02 00:30:19 +0000 2018,1.0,0.0,0.0,7,nytimes,4
0.0,Sun Dec 02 00:15:04 +0000 2018,1.0,0.0,0.0,8,nytimes,4
0.0,Sun Dec 02 00:11:05 +0000 2018,1.0,0.0,0.0,9,nytimes,4
-0.3612,Sat Dec 01 23:58:36 +0000 2018,0.889,0.111,0.0,10,nytimes,4
0.0,Sat Dec 01 23:47:31 +0000 2018,1.0,0.0,0.0,11,nytimes,4
-0.4588,Sat Dec 01 23:37:59 +0000 2018,0.515,0.316,0.169,12,nytimes,4
0.6249,Sat Dec 01 23:30:06 +0000 2018,0.797,0.0,0.203,13,nytimes,4
0.0,Sat Dec 01 23:23:41 +0000 2018,1.0,0.0,0.0,14,nytimes,4
-0.296,Sat Dec 01 23:15:05 +0000 2018,0.891,0.109,0.0,15,nytimes,4
0.0,Sat Dec 01 23:00:08 +0000 2018,0.634,0.183,0.183,16,nytimes,4
-0.0772,Sat Dec 01 22:46:06 +0000 2018,0.939,0.061,0.0,17,nytimes,4
0.4588,Sat Dec 01 22:30:05 +0000 2018,0.85,0.0,0.15,18,nytimes,4
0.0,Sat Dec 01 22:25:29 +0000 2018,1.0,0.0,0.0,19,nytimes,4
0.0,Sat Dec 01 22:15:04 +0000 2018,1.0,0.0,0.0,20,nytimes,4
0.0,Sun Dec 02 01:30:11 +0000 2018,1.0,0.0,0.0,21,nytimes,4
0.0,Sun Dec 02 01:23:12 +0000 2018,1.0,0.0,0.0,22,nytimes,4
-0.3612,Sun Dec 02 01:05:03 +0000 2018,0.889,0.111,0.0,23,nytimes,4
0.0,Sun Dec 02 00:51:12 +0000 2018,1.0,0.0,0.0,24,nytimes,4
-0.1695,Sun Dec 02 00:46:55 +0000 2018,0.915,0.085,0.0,25,nytimes,4
0.3612,Sun Dec 02 00:30:54 +0000 2018,0.839,0.0,0.161,26,nytimes,4
0.0,Sun Dec 02 00:30:19 +0000 2018,1.0,0.0,0.0,27,nytimes,4
0.0,Sun Dec 02 00:15:04 +0000 2018,1.0,0.0,0.0,28,nytimes,4
0.0,Sun Dec 02 00:11:05 +0000 2018,1.0,0.0,0.0,29,nytimes,4
-0.3612,Sat Dec 01 23:58:36 +0000 2018,0.889,0.111,0.0,30,nytimes,4
0.0,Sat Dec 01 23:47:31 +0000 2018,1.0,0.0,0.0,31,nytimes,4
-0.4588,Sat Dec 01 23:37:59 +0000 2018,0.515,0.316,0.169,32,nytimes,4
0.6249,Sat Dec 01 23:30:06 +0000 2018,0.797,0.0,0.203,33,nytimes,4
0.0,Sat Dec 01 23:23:41 +0000 2018,1.0,0.0,0.0,34,nytimes,4
-0.296,Sat Dec 01 23:15:05 +0000 2018,0.891,0.109,0.0,35,nytimes,4
0.0,Sat Dec 01 23:00:08 +0000 2018,0.634,0.183,0.183,36,nytimes,4
-0.0772,Sat Dec 01 22:46:06 +0000 2018,0.939,0.061,0.0,37,nytimes,4
0.4588,Sat Dec 01 22:30:05 +0000 2018,0.85,0.0,0.15,38,nytimes,4
0.0,Sat Dec 01 22:25:29 +0000 2018,1.0,0.0,0.0,39,nytimes,4
0.0,Sat Dec 01 22:15:04 +0000 2018,1.0,0.0,0.0,40,nytimes,4
0.6486,Sat Dec 01 22:00:03 +0000 2018,0.751,0.0,0.249,41,nytimes,4
0.4404,Sat Dec 01 21:45:07 +0000 2018,0.884,0.0,0.116,42,nytimes,4
-0.6705,Sat Dec 01 21:31:05 +0000 2018,0.776,0.224,0.0,43,nytimes,4
0.0,Sat Dec 01 21:19:04 +0000 2018,1.0,0.0,0.0,44,nytimes,4
0.0,Sat Dec 01 21:12:55 +0000 2018,1.0,0.0,0.0,45,nytimes,4
0.0,Sat Dec 01 21:01:04 +0000 2018,1.0,0.0,0.0,46,nytimes,4
0.0,Sat Dec 01 20:45:05 +0000 2018,1.0,0.0,0.0,47,nytimes,4
0.5405,Sat Dec 01 20:30:07 +0000 2018,0.743,0.057,0.201,48,nytimes,4
0.7096,Sat Dec 01 20:15:04 +0000 2018,0.711,0.0,0.289,49,nytimes,4
0.0,Sat Dec 01 20:00:05 +0000 2018,1.0,0.0,0.0,50,nytimes,4
0.2537,Sat Dec 01 19:45:03 +0000 2018,0.759,0.098,0.143,51,nytimes,4
0.4939,Sat Dec 01 19:43:24 +0000 2018,0.856,0.0,0.144,52,nytimes,4
0.0,Sat Dec 01 19:31:04 +0000 2018,1.0,0.0,0.0,53,nytimes,4
-0.7717,Sat Dec 01 19:00:09 +0000 2018,0.705,0.295,0.0,54,nytimes,4
0.4939,Sat Dec 01 18:54:58 +0000 2018,0.878,0.0,0.122,55,nytimes,4
0.8625,Sat Dec 01 18:45:04 +0000 2018,0.616,0.0,0.384,56,nytimes,4
0.7184,Sat Dec 01 18:30:09 +0000 2018,0.727,0.0,0.273,57,nytimes,4
0.4939,Sat Dec 01 18:15:05 +0000 2018,0.759,0.071,0.17,58,nytimes,4
0.0644,Sat Dec 01 18:00:09 +0000 2018,0.675,0.158,0.167,59,nytimes,4
-0.6894,Sat Dec 01 17:45:03 +0000 2018,0.76,0.24,0.0,60,nytimes,4
0.296,Sat Dec 01 17:30:12 +0000 2018,0.896,0.0,0.104,61,nytimes,4
-0.1531,Sat Dec 01 17:15:02 +0000 2018,0.909,0.091,0.0,62,nytimes,4
-0.4767,Sat Dec 01 17:00:15 +0000 2018,0.853,0.147,0.0,63,nytimes,4
0.0,Sat Dec 01 16:45:04 +0000 2018,1.0,0.0,0.0,64,nytimes,4
-0.296,Sat Dec 01 16:40:09 +0000 2018,0.901,0.099,0.0,65,nytimes,4
0.5859,Sat Dec 01 16:32:05 +0000 2018,0.868,0.0,0.132,66,nytimes,4
0.0,Sat Dec 01 16:15:05 +0000 2018,1.0,0.0,0.0,67,nytimes,4
0.0,Sat Dec 01 16:00:15 +0000 2018,1.0,0.0,0.0,68,nytimes,4
0.0,Sat Dec 01 15:46:08 +0000 2018,1.0,0.0,0.0,69,nytimes,4
-0.5994,Sat Dec 01 15:30:06 +0000 2018,0.83,0.17,0.0,70,nytimes,4
0.6983,Sat Dec 01 15:15:06 +0000 2018,0.735,0.0,0.265,71,nytimes,4
-0.3182,Sat Dec 01 15:00:09 +0000 2018,0.897,0.103,0.0,72,nytimes,4
0.0,Sat Dec 01 14:45:06 +0000 2018,1.0,0.0,0.0,73,nytimes,4
-0.7717,Sat Dec 01 14:30:40 +0000 2018,0.705,0.295,0.0,74,nytimes,4
0.6705,Sat Dec 01 14:17:04 +0000 2018,0.766,0.0,0.234,75,nytimes,4
0.2023,Sat Dec 01 14:00:25 +0000 2018,0.787,0.091,0.122,76,nytimes,4
0.3612,Sat Dec 01 13:42:11 +0000 2018,0.857,0.0,0.143,77,nytimes,4
0.0,Sat Dec 01 13:33:03 +0000 2018,1.0,0.0,0.0,78,nytimes,4
0.0,Sat Dec 01 13:22:02 +0000 2018,1.0,0.0,0.0,79,nytimes,4
0.6369,Sat Dec 01 13:02:06 +0000 2018,0.811,0.0,0.189,80,nytimes,4
0.0,Sat Dec 01 12:43:37 +0000 2018,1.0,0.0,0.0,81,nytimes,4
0.0,Sat Dec 01 12:42:07 +0000 2018,1.0,0.0,0.0,82,nytimes,4
0.7189,Sat Dec 01 12:41:26 +0000 2018,0.571,0.0,0.429,83,nytimes,4
0.5106,Sat Dec 01 12:22:05 +0000 2018,0.858,0.0,0.142,84,nytimes,4
-0.25,Sat Dec 01 12:06:09 +0000 2018,0.616,0.226,0.158,85,nytimes,4
0.8263,Sat Dec 01 12:02:03 +0000 2018,0.583,0.059,0.358,86,nytimes,4
0.0,Sat Dec 01 12:01:37 +0000 2018,1.0,0.0,0.0,87,nytimes,4
0.4404,Sat Dec 01 11:57:01 +0000 2018,0.791,0.0,0.209,88,nytimes,4
-0.4767,Sat Dec 01 11:49:43 +0000 2018,0.744,0.256,0.0,89,nytimes,4
0.0,Sat Dec 01 11:32:06 +0000 2018,1.0,0.0,0.0,90,nytimes,4
0.6369,Sat Dec 01 11:07:55 +0000 2018,0.588,0.0,0.412,91,nytimes,4
0.2263,Sat Dec 01 10:49:49 +0000 2018,0.894,0.0,0.106,92,nytimes,4
0.6486,Sat Dec 01 10:32:04 +0000 2018,0.806,0.0,0.194,93,nytimes,4
-0.1027,Sat Dec 01 10:07:21 +0000 2018,0.935,0.065,0.0,94,nytimes,4
-0.5423,Sat Dec 01 09:49:32 +0000 2018,0.837,0.163,0.0,95,nytimes,4
-0.5859,Sat Dec 01 09:33:03 +0000 2018,0.814,0.186,0.0,96,nytimes,4
0.0,Sat Dec 01 09:12:28 +0000 2018,1.0,0.0,0.0,97,nytimes,4
-0.1027,Sat Dec 01 08:54:45 +0000 2018,0.75,0.138,0.113,98,nytimes,4
-0.1695,Sat Dec 01 08:37:30 +0000 2018,0.915,0.085,0.0,99,nytimes,4
0.0,Sat Dec 01 08:19:43 +0000 2018,1.0,0.0,0.0,100,nytimes,4
